"resolvedPlantNames","Family","Genus","Species","scientificName","inf_type","indeterminate","determinate","compound","inf_more","morph","radial","bilateral","cor_shape","bowl","tube","restrictive","color","white","pink","yellow","green","purple","orange","red","blue","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","notes"
"Lamium amplexicaule","Lamiaceae","Lamium","amplexicaule","Lamium amplexicaule","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,NA
"Lepechinia fragrans","Lamiaceae","Lepechinia","fragrans","Lepechinia fragrans","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA
"Marrubium vulgare","Lamiaceae","Marrubium","vulgare","Marrubium vulgare","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"Mentha spicata","Lamiaceae","Mentha","spicata","Mentha spicata","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA
"Salvia columbariae","Lamiaceae","Salvia","columbariae","Salvia columbariae","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Salvia leucophylla","Lamiaceae","Salvia","leucophylla","Salvia leucophylla","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Salvia mellifera","Lamiaceae","Salvia","mellifera","Salvia mellifera","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA
"Scutellaria tuberosa","Lamiaceae","Scutellaria","tuberosa","Scutellaria tuberosa","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA
"Stachys bullata","Lamiaceae","Stachys","bullata","Stachys bullata","determinate",0,1,0,"fascicle","bilateral",0,1,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA
"Mentzelia affinis","Loasaceae","Mentzelia","affinis","Mentzelia affinis","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Mentzelia micrantha","Loasaceae","Mentzelia","micrantha","Mentzelia micrantha","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Lythrum californicum","Lythraceae","Lythrum","californicum","Lythrum californicum","determinate",0,1,0,"fascicle","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA
"Lythrum hyssopifolia","Lythraceae","Lythrum","hyssopifolia","Lythrum hyssopifolia","determinate",0,1,0,"fascicle","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA
"Eremalche exilis","Malvaceae","Eremalche","exilis","Eremalche exilis","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Malacothamnus fasciculatus","Malvaceae","Malacothamnus","fasciculatus","Malacothamnus fasciculatus var. nesioticus","determinate",0,1,0,"drepanium","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Malva assurgentiflora","Malvaceae","Malva","assurgentiflora","Malva assurgentiflora ssp. assurgentiflora","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,NA
"Malva nicaeensis","Malvaceae","Malva","nicaeensis","Malva nicaeensis","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Malva parviflora","Malvaceae","Malva","parviflora","Malva parviflora","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA
"Sidalcea malviflora","Malvaceae","Sidalcea","malviflora","Sidalcea malviflora subsp. malviflora","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"Calandrinia breweri","Montiaceae","Calandrinia","breweri","Calandrinia breweri","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Calandrinia menziesii","Montiaceae","Calandrinia","menziesii","Calandrinia menziesii","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Calyptridium monandrum","Montiaceae","Calyptridium","monandrum","Calyptridium monandrum","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,NA
"Cistanthe maritima","Montiaceae","Cistanthe","maritima","Cistanthe maritima","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Claytonia parviflora","Montiaceae","Claytonia","parviflora","Claytonia parviflora subsp. parviflora","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Montia fontana","Montiaceae","Montia","fontana","Montia fontana","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Ficus carica","Moraceae","Ficus","carica","Ficus carica","compound",0,0,1,"head","radial",1,0,NA,0,0,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Lysimachia arvensis","Myrsinaceae","Lysimachia","arvensis","Lysimachia arvensis","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"orange",0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA
"Eucalyptus camaldulensis","Myrtaceae","Eucalyptus","camaldulensis","Eucalyptus camaldulensis","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"Eucalyptus globulus","Myrtaceae","Eucalyptus","globulus","Eucalyptus globulus","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,NA
"Eucalyptus sideroxylon","Myrtaceae","Eucalyptus","sideroxylon","Eucalyptus sideroxylon","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,NA
"Eucalyptus tereticornis","Myrtaceae","Eucalyptus","tereticornis","Eucalyptus tereticornis","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"Abronia maritima","Nyctaginaceae","Abronia","maritima","Abronia maritima","compound",0,0,1,"umbel","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA
"Abronia umbellata","Nyctaginaceae","Abronia","umbellata","Abronia umbellata var. umbellata","compound",0,0,1,"umbel","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA
"Mirabilis laevis","Nyctaginaceae","Mirabilis","laevis","Mirabilis laevis var. crassifolia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,NA
"Olea europaea","Oleaceae","Olea","europaea","Olea europaea","determinate",0,1,0,"botryoid","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Camissoniopsis cheiranthifolia","Onagraceae","Camissoniopsis","cheiranthifolia","Camissoniopsis cheiranthifolia ssp. cheiranthifolia","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,NA
"Camissoniopsis hirtella","Onagraceae","Camissoniopsis","hirtella","Camissoniopsis hirtella","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Camissoniopsis ignota","Onagraceae","Camissoniopsis","ignota","Camissoniopsis ignota","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Camissoniopsis intermedia","Onagraceae","Camissoniopsis","intermedia","Camissoniopsis intermedia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Camissoniopsis micrantha","Onagraceae","Camissoniopsis","micrantha","Camissoniopsis micrantha","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Camissoniopsis robusta","Onagraceae","Camissoniopsis","robusta","Camissoniopsis robusta","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Clarkia davyi","Onagraceae","Clarkia","davyi","Clarkia davyi","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"Clarkia epilobioides","Onagraceae","Clarkia","epilobioides","Clarkia epilobioides","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Clarkia purpurea","Onagraceae","Clarkia","purpurea","Clarkia purpurea subsp. quadrivulnera","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Clarkia unguiculata","Onagraceae","Clarkia","unguiculata","Clarkia unguiculata","determinate",0,1,0,"raceme","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA
"Epilobium brachycarpum","Onagraceae","Epilobium","brachycarpum","Epilobium brachycarpum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA
"Epilobium canum","Onagraceae","Epilobium","canum","Epilobium canum subsp. canum","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"red",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,NA
"Epilobium ciliatum","Onagraceae","Epilobium","ciliatum","Epilobium ciliatum subsp. ciliatum","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA
"Eulobus californicus","Onagraceae","Eulobus","californicus","Eulobus californicus","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Ludwigia peploides","Onagraceae","Ludwigia","peploides","Ludwigia peploides subsp. peploides","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA
"Oenothera elata","Onagraceae","Oenothera","elata","Oenothera elata ssp. hirsutissima","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA
"Oenothera xenogaura","Onagraceae","Oenothera","xenogaura","Oenothera xenogaura","indeterminate",1,0,0,"raceme","bilateral",0,1,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"Aphyllon fasciculatum","Orobanchaceae","Aphyllon","fasciculatum","Aphyllon fasciculatum","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Aphyllon parishii","Orobanchaceae","Aphyllon","parishii","Aphyllon parishii subsp. brachylobum","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unavailable from calflora"
"Aphyllon purpureum","Orobanchaceae","Aphyllon","purpureum","Aphyllon purpureum","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Aphyllon tuberosum","Orobanchaceae","Aphyllon","tuberosum","Aphyllon tuberosum","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Castilleja affinis","Orobanchaceae","Castilleja","affinis","Castilleja affinis subsp. affinis","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"red",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"Castilleja attenuata","Orobanchaceae","Castilleja","attenuata","Castilleja attenuata","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Castilleja densiflora","Orobanchaceae","Castilleja","densiflora","Castilleja densiflora","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Castilleja exserta","Orobanchaceae","Castilleja","exserta","Castilleja exserta","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Castilleja hololeuca","Orobanchaceae","Castilleja","hololeuca","Castilleja hololeuca","indeterminate",1,0,0,"head","bilateral",0,1,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,NA
"Oxalis californica","Oxalidaceae","Oxalis","californica","Oxalis californica","determinate",0,1,0,"solitary","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Oxalis corniculata","Oxalidaceae","Oxalis","corniculata","Oxalis corniculata","determinate",0,1,0,"solitary","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA
"Oxalis pes-caprae","Oxalidaceae","Oxalis","pes-caprae","Oxalis pes-caprae","determinate",0,1,0,"cyme","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,NA
"Dendromecon harfordii","Papaveraceae","Dendromecon","harfordii","Dendromecon harfordii","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,NA
"Eschscholzia californica","Papaveraceae","Eschscholzia","californica","Eschscholzia californica","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"orange",0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,NA
"Eschscholzia ramosa","Papaveraceae","Eschscholzia","ramosa","Eschscholzia ramosa","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"orange",0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Meconella denticulata","Papaveraceae","Meconella","denticulata","Meconella denticulata","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Papaver californicum","Papaveraceae","Papaver","californicum","Papaver californicum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"orange",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Papaver heterophyllum","Papaveraceae","Papaver","heterophyllum","Papaver heterophyllum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"orange",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"Papaver somniferum","Papaveraceae","Papaver","somniferum","Papaver somniferum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"Platystemon californicus","Papaveraceae","Platystemon","californicus","Platystemon californicus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"Diplacus brandegeei","Phrymaceae","Diplacus","brandegeei","Diplacus brandegeei","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Diplacus longiflorus","Phrymaceae","Diplacus","longiflorus","Diplacus longiflorus","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"orange",0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Diplacus parviflorus","Phrymaceae","Diplacus","parviflorus","Diplacus parviflorus","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"red",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"unavailable from calflora"
"Erythranthe cardinalis","Phrymaceae","Erythranthe","cardinalis","Erythranthe cardinalis","determinate",0,1,0,"solitary","bilateral",0,1,"tube",0,1,0,"red",0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Erythranthe guttata","Phrymaceae","Erythranthe","guttata","Erythranthe guttata","determinate",0,1,0,"solitary","bilateral",0,1,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Erythranthe nasuta","Phrymaceae","Erythranthe","nasuta","Erythranthe nasuta","determinate",0,1,0,"solitary","bilateral",0,1,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unavailable from calflora"
"Antirrhinum kelloggii","Plantaginaceae","Antirrhinum","kelloggii","Antirrhinum kelloggii","indeterminate",1,0,0,"solitary","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Antirrhinum nuttallianum","Plantaginaceae","Antirrhinum","nuttallianum","Antirrhinum nuttallianum subsp. subsessile","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Antirrhinum thompsonii","Plantaginaceae","Antirrhinum","thompsonii","Antirrhinum thompsonii","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"jepson"
"Keckiella cordifolia","Plantaginaceae","Keckiella","cordifolia","Keckiella cordifolia","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"red",0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Nuttallanthus texanus","Plantaginaceae","Nuttallanthus","texanus","Nuttallanthus texanus","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Plantago elongata","Plantaginaceae","Plantago","elongata","Plantago elongata","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"pink",0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Plantago erecta","Plantaginaceae","Plantago","erecta","Plantago erecta","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"green",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"Plantago lanceolata","Plantaginaceae","Plantago","lanceolata","Plantago lanceolata","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"green",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"Plantago major","Plantaginaceae","Plantago","major","Plantago major","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"green",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA
"Plantago ovata","Plantaginaceae","Plantago","ovata","Plantago ovata var. insularis","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Plantago subnuda","Plantaginaceae","Plantago","subnuda","Plantago subnuda","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"green",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Veronica anagallis-aquatica","Plantaginaceae","Veronica","anagallis-aquatica","Veronica anagallis-aquatica","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"Platanus racemosa","Platanaceae","Platanus","racemosa","Platanus racemosa",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Eriastrum filifolium","Polemoniaceae","Eriastrum","filifolium","Eriastrum filifolium","compound",0,0,1,"head","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Gilia angelensis","Polemoniaceae","Gilia","angelensis","Gilia angelensis","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"Gilia capitata","Polemoniaceae","Gilia","capitata","Gilia capitata subsp. abrotanifolia","compound",0,0,1,"head","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"Gilia clivorum","Polemoniaceae","Gilia","clivorum","Gilia clivorum","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Gilia nevinii","Polemoniaceae","Gilia","nevinii","Gilia nevinii","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Leptosiphon bicolor","Polemoniaceae","Leptosiphon","bicolor","Leptosiphon bicolor","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Leptosiphon parviflorus","Polemoniaceae","Leptosiphon","parviflorus","Leptosiphon parviflorus","determinate",0,1,0,"cyme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"Linanthus dianthiflorus","Polemoniaceae","Linanthus","dianthiflorus","Linanthus dianthiflorus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"Navarretia atractyloides","Polemoniaceae","Navarretia","atractyloides","Navarretia atractyloides","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"Navarretia hamata","Polemoniaceae","Navarretia","hamata","Navarretia hamata subsp. leptantha","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"Polygala californica","Polygalaceae","Polygala","californica","Polygala californica","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Chorizanthe wheeleri","Polygonaceae","Chorizanthe","wheeleri","Chorizanthe wheeleri","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"Eriogonum arborescens","Polygonaceae","Eriogonum","arborescens","Eriogonum arborescens","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA
"Eriogonum giganteum","Polygonaceae","Eriogonum","giganteum","Eriogonum giganteum var. giganteum","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA
"Lastarriaea coriacea","Polygonaceae","Lastarriaea","coriacea","Lastarriaea coriacea","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"Persicaria lapathifolia","Polygonaceae","Persicaria","lapathifolia","Persicaria lapathifolia","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA
"Polygonum argyrocoleon","Polygonaceae","Polygonum","argyrocoleon","Polygonum argyrocoleon","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA
"Polygonum aviculare","Polygonaceae","Polygonum","aviculare","Polygonum aviculare subsp. depressum","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA
"Pterostegia drymarioides","Polygonaceae","Pterostegia","drymarioides","Pterostegia drymarioides","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,NA
"Rumex acetosella","Polygonaceae","Rumex","acetosella","Rumex acetosella",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Rumex conglomeratus","Polygonaceae","Rumex","conglomeratus","Rumex conglomeratus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
