"","sp.names"
"2802","Malacothrix saxatilis"
"2803","Malacothrix sonchoides"
"2804","Malcolmia chia"
"2805","Malephora lutea"
"2806","Malosma laurina"
"2807","Malus communis"
"2808","Malus coronaria"
"2809","Malus domestica"
"2810","Malus floribunda"
"2811","Malus pumila"
"2812","Malva arborea"
"2813","Malva assurgentiflora"
"2814","Malva moschata"
"2815","Malva parviflora"
"2816","Malva pusilla"
"2817","Malva sylvestris"
"2818","Malvastrum coromandelianum"
"2819","Malvaviscus arboreus"
"2820","Malvella leprosa"
"2821","Mammillaria dioica"
"2822","Mammillaria heyderi"
"2823","Mammillaria pectinifera"
"2824","Mandevilla holosericea"
"2825","Manfreda virginica"
"2826","Mangifera indica"
"2827","Manihot esculenta"
"2828","Marah fabacea"
"2829","Marah macrocarpa"
"2830","Margaranthus solanaceus"
"2831","Marina divaricata"
"2832","Marina parryi"
"2833","Markhamia lutea"
"2834","Marrubium peregrinum"
"2835","Marrubium supinum"
"2836","Marrubium vulgare"
"2837","Matricaria chamomilla"
"2838","Matricaria discoidea"
"2839","Matricaria recutita"
"2840","Maurandella antirrhiniflora"
"2841","Maurandya scandens"
"2842","Maytenus boaria"
"2843","Meconella californica"
"2844","Medicago falcata"
"2845","Medicago lupulina"
"2846","Medicago ruthenica"
"2847","Medicago sativa"
"2848","Medinilla chermezonii"
"2849","Meehania urticifolia"
"2850","Megachile addenda"
"2851","Megachile albitarsis"
"2852","Megachile angelarum"
"2853","Megachile apicalis"
"2854","Megachile brevis"
"2855","Megachile brimleyi"
"2856","Megachile campanulae"
"2857","Megachile centuncularis"
"2858","Megachile coquilletti"
"2859","Megachile deflexa"
"2860","Megachile exilis"
"2861","Megachile fidelis"
"2862","Megachile frugalis"
"2863","Megachile gemula"
"2864","Megachile georgica"
"2865","Megachile inermis"
"2866","Megachile inimica"
"2867","Megachile integra"
"2868","Megachile integrella"
"2869","Megachile latimanus"
"2870","Megachile melanophaea"
"2871","Megachile mendica"
"2872","Megachile montivaga"
"2873","Megachile mucida"
"2874","Megachile parallela"
"2875","Megachile petulans"
"2876","Megachile policaris"
"2877","Megachile prosopidis"
"2878","Megachile relativa"
"2879","Megachile rotundata"
"2880","Megachile rugifrons"
"2881","Megachile sculpturalis"
"2882","Megachile texana"
"2883","Megachile xylocopoides"
"2884","Melaleuca linariifolia"
"2885","Melaleuca nesophila"
"2886","Melampodium leucanthum"
"2887","Melampyrum lineare"
"2888","Melanthera biflora"
"2889","Melanthera nivea"
"2890","Melanthera oxycarpha"
"2891","Melanthium virginicum"
"2892","Melastoma candidum"
"2893","Melecta thoracica"
"2894","Melia azedarach"
"2895","Melilotus albus"
"2896","Melilotus indicus"
"2897","Melilotus officinalis"
"2898","Melipona beecheii"
"2899","Melissa officinalis"
"2900","Melissodes agilis"
"2901","Melissodes apicata"
"2902","Melissodes bimaculata"
"2903","Melissodes boltoniae"
"2904","Melissodes coloradensis"
"2905","Melissodes communis"
"2906","Melissodes comptoides"
"2907","Melissodes coreopsis"
"2908","Melissodes denticulata"
"2909","Melissodes dentiventris"
"2910","Melissodes desponsa"
"2911","Melissodes illata"
"2912","Melissodes menuachus"
"2913","Melissodes nivea"
"2914","Melissodes rustica"
"2915","Melissodes stearnsi"
"2916","Melissodes subillata"
"2917","Melissodes tepaneca"
"2918","Melissodes tepida"
"2919","Melissodes trinodis"
"2920","Melissodes vernoniae"
"2921","Melissodes wheeleri"
"2922","Melitoma taurea"
"2923","Melitta americana"
"2924","Melitta leporina"
"2925","Melitta tricincta"
"2926","Melochia corchorifolia"
"2927","Melochia tomentosa"
"2928","Melolobium candicans"
"2929","Memecylon elaeagni"
"2930","Memecylon ovatifolium"
"2931","Mentha aquatica"
"2932","Mentha arvensis"
"2933","Mentha longifolia"
"2934","Mentha piperita"
"2935","Mentha pulegium"
"2936","Mentha spicata"
"2937","Mentha suaveolens"
"2938","Mentha vagans"
"2939","Mentha verticillata"
"2940","Mentzelia albicaulis"
"2941","Mentzelia aspera"
"2942","Mentzelia hispida"
"2943","Mentzelia involucrata"
"2944","Mentzelia lindleyi"
"2945","Mentzelia micrantha"
"2946","Mentzelia multiflora"
"2947","Menyanthes trifoliata"
"2948","Merremia dissecta"
"2949","Merremia guerichii"
"2950","Mertensia brevistyla"
"2951","Mertensia ciliata"
"2952","Mertensia franciscana"
"2953","Mertensia sibirica"
"2954","Mertensia virginica"
"2955","Mesembryanthemum cordifolium"
"2956","Mesembryanthemum crystallinum"
"2957","Mesembryanthemum nodiflorum"
"2958","Metopium toxiferum"
"2959","Metrosideros excelsa"
"2960","Metrosideros fulgens"
"2961","Metrosideros kermadecensis"
"2962","Metrosideros perforata"
"2963","Metrosideros polymorpha"
"2964","Miconia robinsoniana"
"2965","Micranthes pensylvanica"
"2966","Micranthes virginiensis"
"2967","Microcoelia cornuta"
"2968","Microglossa pyrifolia"
"2969","Micromeria douglasii"
"2970","Microseris decipiens"
"2971","Microseris lanceolata"
"2972","Mikania cordifolia"
"2973","Mikania micrantha"
"2974","Mikania scandens"
"2975","Mimosa asperata"
"2976","Mimosa camporum"
"2977","Mimosa microphylla"
"2978","Mimosa pigra"
"2979","Mimosa pudica"
"2980","Mimosa quadrivalvis"
"2981","Mimosa strigillosa"
"2982","Mimulus alatus"
"2983","Mimulus guttatus"
"2984","Mimulus luteus"
"2985","Mimulus ringens"
"2986","Minuartia californica"
"2987","Minuartia caroliniana"
"2988","Minuartia patula"
"2989","Mirabilis jalapa"
"2990","Mirabilis melanotricha"
"2991","Mirabilis nyctaginea"
"2992","Mitchella repens"
"2993","Mitracarpus hirtus"
"2994","Mitracarpus villosa"
"2995","Mitraria coccinea"
"2996","Mollugo cerviana"
"2997","Mollugo nudicaulis"
"2998","Mollugo verticillata"
"2999","Momordica balsamina"
"3000","Momordica charantia"
"3001","Monarda bradburiana"
"3002","Monarda citriodora"
"3003","Monarda didyma"
"3004","Monarda fistulosa"
"3005","Monarda maritima"
"3006","Monarda punctata"
"3007","Monardella crispa"
"3008","Monardella odoratissima"
"3009","Monardella sinuata"
"3010","Monardella undulata"
"3011","Monardella villosa"
"3012","Monechma cleomoides"
"3013","Monechma divaricatum"
"3014","Monochoria korsakowii"
"3015","Monochoria vaginalis"
"3016","Mononeuria glabra"
"3017","Mononeuria groenlandica"
"3018","Mononeuria uniflora"
"3019","Monopsis debilis"
"3020","Monopsis simplex"
"3021","Monotropa uniflora"
"3022","Montinia caryophyllacea"
"3023","Montiopsis gilliesii"
"3024","Moraea bifida"
"3025","Moraea miniata"
"3026","Morella cerifera"
"3027","Moricandia arvensis"
"3028","Morinda citrifolia"
"3029","Morinda royoc"
"3030","Moringa oleifera"
"3031","Morrenia odorata"
"3032","Mosla dianthera"
"3033","Muehlenbeckia australis"
"3034","Muehlenbeckia axillaris"
"3035","Muntingia calabura"
"3036","Muraltia spinosa"
"3037","Murdannia nudiflora"
"3038","Murraya koenigii"
"3039","Musa acuminata"
"3040","Muscari armeniacum"
"3041","Muscari comosum"
"3042","Muscari latifolium"
"3043","Muscari neglectum"
"3044","Mutisia decurrens"
"3045","Mutisia ilicifolia"
"3046","Mutisia sinuata"
"3047","Myoporum laetum"
"3048","Myosotis concinna"
"3049","Myosotis discolor"
"3050","Myosotis latifolia"
"3051","Myosotis sylvatica"
"3052","Myosurus minimus"
"3053","Myrceugenia ovata"
"3054","Myrceugenia parvifolia"
"3055","Myrceugenia planipes"
"3056","Myrospermum frutescens"
"3057","Myrtillocactus geometrizans"
"3058","Myrtus communis"
"3059","Nabalus altissimus"
"3060","Nabalus barbatus"
"3061","Nabalus boottii"
"3062","Nabalus crepidineus"
"3063","Nabalus trifoliolatus"
"3064","Nama carnosa"
"3065","Nama hispida"
"3066","Nandina domestica"
"3067","Nannotrigona perilampoides"
"3068","Napaea dioica"
"3069","Narcissus poeticus"
"3070","Narcissus pseudonarcissus"
"3071","Narcissus tazetta"
"3072","Nassauvia pyramidalis"
"3073","Nasturtium officinale"
"3074","Navarretia filicaulis"
"3075","Navarretia hamata"
"3076","Navarretia squarrosa"
"3077","Nelumbo lutea"
"3078","Nematolepis ovatifolia"
"3079","Nemophila integrifolia"
"3080","Nemophila maculata"
"3081","Nemophila menziesii"
"3082","Nemophila phacelioides"
"3083","Neobuxbaumia polylopha"
"3084","Neonauclea excelsa"
"3085","Nepenthes pervillei"
"3086","Nepeta cataria"
"3087","Nepeta faassenii"
"3088","Nephrosperma van-houtteanum"
"3089","Nerine bowdenii"
"3090","Nerisyrenia linearifolia"
"3091","Nerium oleander"
"3092","Nervilia crociformis"
"3093","Nervilia petraea"
"3094","Neuradopsis austro-africana"
"3095","Nicandra physalodes"
"3096","Nicotiana alata"
"3097","Nicotiana glauca"
"3098","Nicotiana tomentosa"
"3099","Nigella damascena"
"3100","Nigella sativa"
"3101","Nolina brittoniana"
"3102","Nolina greenei"
"3103","Nolina parryi"
"3104","Nomada affabilis"
"3105","Nomada articulata"
"3106","Nomada cressonii"
"3107","Nomada dentariae"
"3108","Nomada denticulata"
"3109","Nomada erigeronis"
"3110","Nomada graenicheri"
"3111","Nomada hydrophylli"
"3112","Nomada integerrima"
"3113","Nomada lepida"
"3114","Nomada luteola"
"3115","Nomada maculata"
"3116","Nomada obliterata"
"3117","Nomada parva"
"3118","Nomada placida"
"3119","Nomada rhodoxantha"
"3120","Nomada salicis"
"3121","Nomada sayi"
"3122","Nomada sphaerogaster"
"3123","Nomada sulphurata"
"3124","Nomada superba"
"3125","Nomada texana"
"3126","Nomada vicina"
"3127","Nomada vincta"
"3128","Nomia nortoni"
"3129","Nothobaccharis candolleana"
"3130","Nothocalais cuspidata"
"3131","Notholithocarpus densiflorus"
"3132","Nothoscordum andinum"
"3133","Nothoscordum bivalve"
"3134","Noticastrum sericeum"
"3135","Nuphar advena"
"3136","Nuphar lutea"
"3137","Nuttallanthus canadensis"
"3138","Nuttallanthus floridanus"
"3139","Nuttallanthus texanus"
"3140","Nymphaea odorata"
"3141","Nyssa sylvatica"
"3142","Ocimum americanum"
"3143","Ocimum basilicum"
"3144","Ocimum gratissimum"
"3145","Ocimum tenuiflorum"
"3146","Oclemena reticulata"
"3147","Odontites vernus"
"3148","Odontonema callistachyum"
"3149","Oemleria cerasiformis"
"3150","Oenanthe banatica"
"3151","Oenanthe javanica"
"3152","Oenanthe sarmentosa"
"3153","Oenothera berlandieri"
"3154","Oenothera biennis"
"3155","Oenothera caespitosa"
"3156","Oenothera cespitosa"
"3157","Oenothera elata"
"3158","Oenothera fruticosa"
"3159","Oenothera gaura"
"3160","Oenothera hartwegii"
"3161","Oenothera lindheimeri"
"3162","Oenothera macrocarpa"
"3163","Oenothera organensis"
"3164","Oenothera pilosella"
"3165","Oenothera rosea"
"3166","Oenothera speciosa"
"3167","Oenothera suffrutescens"
"3168","Oenothera villosa"
"3169","Olearia cymbifolia"
"3170","Olearia solandri"
"3171","Olearia virgata"
"3172","Olsynium junceum"
"3173","Olsynium philippii"
"3174","Oncosiphon grandiflorum"
"3175","Oncosiphon piluliferum"
"3176","Oncosiphon suffruticosum"
"3177","Ondetia linearis"
"3178","Ononis spinosa"
"3179","Onopordum acanthium"
"3180","Onopordum illyricum"
"3181","Onosmodium bejariense"
"3182","Oophytum nanum"
"3183","Ophrys fuciflora"
"3184","Ophrys sphegodes"
"3185","Opulaster opulifolius"
"3186","Opuntia basilaris"
"3187","Opuntia depressa"
"3188","Opuntia engelmannii"
"3189","Opuntia erinacea"
"3190","Opuntia humifusa"
"3191","Opuntia imbricata"
"3192","Opuntia littoralis"
"3193","Opuntia macrocentra"
"3194","Opuntia phaeacantha"
"3195","Opuntia polyacantha"
"3196","Opuntia robusta"
"3197","Opuntia streptacantha"
"3198","Opuntia stricta"
"3199","Opuntia whipplei"
"3200","Orchis mascula"
"3201","Orchis militaris"
"3202","Orchis morio"
"3203","Oreocarya flavoculata"
"3204","Oreocarya setosissima"
"3205","Origanum majorana"
"3206","Origanum vulgare"
"3207","Orixa japonica"
"3208","Ornithogalum umbellatum"
"3209","Orobanche rapum-genistae"
"3210","Orobanche uniflora"
"3211","Orochaenactis thysanocarpha"
"3212","Orthilia secunda"
"3213","Orthosiphon aristatus"
"3214","Orthosiphon rubicundus"
"3215","Oryza sativa"
"3216","Osmia albiventris"
"3217","Osmia atriventris"
"3218","Osmia atrocyanea"
"3219","Osmia calaminthae"
"3220","Osmia collinsiae"
"3221","Osmia coloradensis"
"3222","Osmia conjuncta"
"3223","Osmia cordata"
"3224","Osmia distincta"
"3225","Osmia dolerosa"
"3226","Osmia felti"
"3227","Osmia gaudiosa"
"3228","Osmia georgica"
"3229","Osmia granulosa"
"3230","Osmia illinoensis"
"3231","Osmia inermis"
"3232","Osmia inspergens"
"3233","Osmia laeta"
"3234","Osmia leaiana"
"3235","Osmia lignaria"
"3236","Osmia nemoris"
"3237","Osmia parietina"
"3238","Osmia proxima"
"3239","Osmia pumila"
"3240","Osmia regulina"
"3241","Osmia simillima"
"3242","Osmia uncinata"
"3243","Osmia xanthomelana"
"3244","Osmorhiza longistylis"
"3245","Osteospermum jucundum"
"3246","Otiophora pauciflora"
"3247","Otomeria guineensis"
"3248","Otoptera burchellii"
"3249","Ottleya argyraea"
"3250","Ottleya grandiflora"
"3251","Ottleya oroboides"
"3252","Ottleya rigida"
"3253","Ottleya strigosa"
"3254","Ottleya wrightii"
"3255","Oxalis acetosella"
"3256","Oxalis articulata"
"3257","Oxalis carnosa"
"3258","Oxalis conorrhiza"
"3259","Oxalis corniculata"
"3260","Oxalis debilis"
"3261","Oxalis dillenii"
"3262","Oxalis griffithii"
"3263","Oxalis incarnata"
"3264","Oxalis latifolia"
"3265","Oxalis montana"
"3266","Oxalis obtusa"
"3267","Oxalis pes-caprae"
"3268","Oxalis stricta"
"3269","Oxalis violacea"
"3270","Oxylobium ellipticum"
"3271","Oxypolis rigidior"
"3272","Oxytenia acerosa"
"3273","Oxytropis campestris"
"3274","Oxytropis lagopus"
"3275","Oxytropis lambertii"
"3276","Oxytropis sericea"
"3277","Oxytropis splendens"
"3278","Pachyrhizus erosus"
"3279","Packera aurea"
"3280","Packera cana"
"3281","Packera hartiana"
"3282","Packera macounii"
"3283","Packera multilobata"
"3284","Packera paupercula"
"3285","Paederia foetida"
"3286","Paeonia brownii"
"3287","Paeonia suffruticosa"
"3288","Paepalanthus paulensis"
"3289","Pagameopsis garryoides"
"3290","Palafoxia arida"
"3291","Palafoxia feayi"
"3292","Palafoxia linearis"
"3293","Palafoxia sphacelata"
"3294","Pallenis spinosa"
"3295","Palmerella debilis"
"3296","Panicum virgatum"
"3297","Panurginus labiatus"
"3298","Panurgus banksianus"
"3299","Panurgus calcaratus"
"3300","Panzerina lanata"
"3301","Papaver nudicaule"
"3302","Papaver orientale"
"3303","Papaver radicatum"
"3304","Papaver rhoeas"
"3305","Papaver somniferum"
"3306","Paraixeris denticulata"
"3307","Paranomus bracteolaris"
"3308","Parasenecio auriculatus"
"3309","Parasenecio hastatus"
"3310","Paraserianthes falcataria"
"3311","Paraserianthes lophantha"
"3312","Parinari excelsa"
"3313","Parkinsonia aculeata"
"3314","Parkinsonia florida"
"3315","Parkinsonia praecox"
"3316","Parnassia glauca"
"3317","Parnassia palustris"
"3318","Parodia erinacea"
"3319","Paronychia americana"
"3320","Paronychia chartacea"
"3321","Paronychia herniarioides"
"3322","Parryella filifolia"
"3323","Parsonsia heterophylla"
"3324","Parthenium integrifolium"
"3325","Parthenocissus quinquefolia"
"3326","Paspalum conjugatum"
"3327","Paspalum distichum"
"3328","Paspalum notatum"
"3329","Passiflora caerulea"
"3330","Passiflora edulis"
"3331","Passiflora filipes"
"3332","Passiflora foetida"
"3333","Passiflora incarnata"
"3334","Passiflora lutea"
"3335","Passiflora suberosa"
"3336","Passiflora subpeltata"
"3337","Pastinaca sativa"
"3338","Patrinia villosa"
"3339","Pavonia cymbalaria"
"3340","Pavonia lasiopetala"
"3341","Pectis linearifolia"
"3342","Pectis papposa"
"3343","Pedicularis bracteosa"
"3344","Pedicularis canadensis"
"3345","Pedicularis capitata"
"3346","Pedicularis contorta"
"3347","Pedicularis densiflora"
"3348","Pedicularis groenlandica"
"3349","Pedicularis hirsuta"
"3350","Pedicularis labradorica"
"3351","Pedicularis lanceolata"
"3352","Pedicularis langsdorffii"
"3353","Pedicularis palustris"
"3354","Pedicularis parryi"
"3355","Pedicularis procera"
"3356","Pedicularis racemosa"
"3357","Pedicularis verticillata"
"3358","Pediocactus sileri"
"3359","Pediomelum piedmontanum"
"3360","Pelargonium capitatum"
"3361","Pelargonium cucullatum"
"3362","Pelargonium graveolens"
"3363","Peliostomum leucorrhizum"
"3364","Peliostomum virgatum"
"3365","Peltophorum pterocarpum"
"3366","Pemphis acidula"
"3367","Peniocereus greggii"
"3368","Penstemon albidus"
"3369","Penstemon angustifolius ex"
"3370","Penstemon atwoodii"
"3371","Penstemon azureus"
"3372","Penstemon brevisepalus"
"3373","Penstemon caryi"
"3374","Penstemon cobaea"
"3375","Penstemon comarrhenus"
"3376","Penstemon confertus"
"3377","Penstemon confusus"
"3378","Penstemon crideri"
"3379","Penstemon cyananthus"
"3380","Penstemon cyaneus"
"3381","Penstemon digitalis"
"3382","Penstemon eatonii"
"3383","Penstemon euglaucus"
"3384","Penstemon fremontii"
"3385","Penstemon glaber"
"3386","Penstemon gormanii"
"3387","Penstemon gracilis"
"3388","Penstemon grandiflorus"
"3389","Penstemon griffinii"
"3390","Penstemon grinnellii"
"3391","Penstemon hallii"
"3392","Penstemon heterophyllus"
"3393","Penstemon hirsutus"
"3394","Penstemon humilis"
"3395","Penstemon laevigatus"
"3396","Penstemon laevis"
"3397","Penstemon lanceolatus"
"3398","Penstemon laxiflorus"
"3399","Penstemon leiophyllus"
"3400","Penstemon linarioides"
"3401","Penstemon palmeri"
"3402","Penstemon personatus"
"3403","Penstemon procerus"
"3404","Penstemon rostriflorus"
"3405","Penstemon rubicundus"
"3406","Penstemon secundiflorus"
"3407","Penstemon spectabilis"
"3408","Penstemon strictus"
"3409","Penstemon tubiflorus"
"3410","Penstemon utahensis"
"3411","Penstemon virgatus"
"3412","Pentaglottis sempervirens"
"3413","Pentas lanceolata"
"3414","Pentopetia boinensis"
"3415","Pentzia sphaerocephala"
"3416","Peponapis pruinosa"
"3417","Peraphyllum ramosissimum"
"3418","Peraxilla tetrapetala"
"3419","Perdita boltoniae"
"3420","Perdita halictoides"
"3421","Pereskia aculeata"
"3422","Perezia pilifera"
"3423","Perideridia americana"
"3424","Perideridia gairdneri"
"3425","Perideridia kelloggii"
"3426","Peritoma arborea"
"3427","Peritoma lutea"
"3428","Peritoma serrulata"
"3429","Perityle huecoensis"
"3430","Perityle staurophylla"
"3431","Perovskia atriplicifolia"
"3432","Persea americana"
"3433","Persea borbonia"
"3434","Persea humilis"
"3435","Persicaria amphibia"
"3436","Persicaria bicornis"
"3437","Persicaria capitata"
"3438","Persicaria hydropiper"
"3439","Persicaria hydropiperoides"
"3440","Persicaria lapathifolia"
"3441","Persicaria maculosa"
"3442","Persicaria pensylvanica"
"3443","Persicaria punctata"
"3444","Persicaria salicifolia"
"3445","Persicaria thunbergii"
"3446","Petalonyx crenatus"
"3447","Petasites frigidus"
"3448","Petasites hybridus"
"3449","Petradoria pumila"
"3450","Petrea volubilis"
"3451","Petrorhagia dubia"
"3452","Petroselinum crispum"
"3453","Petunia exserta"
"3454","Phacelia adenophora"
"3455","Phacelia alba"
"3456","Phacelia argentea"
"3457","Phacelia argillacea"
"3458","Phacelia bolanderi"
"3459","Phacelia californica"
"3460","Phacelia campanularia"
"3461","Phacelia cicutaria"
"3462","Phacelia ciliata"
"3463","Phacelia coerulea"
"3464","Phacelia crenulata"
"3465","Phacelia distans"
"3466","Phacelia douglasii"
"3467","Phacelia egena"
"3468","Phacelia floribunda"
"3469","Phacelia fremontii"
"3470","Phacelia grandiflora"
"3471","Phacelia hastata"
"3472","Phacelia heterophylla"
"3473","Phacelia imbricata"
"3474","Phacelia integrifolia"
"3475","Phacelia leptosepala"
"3476","Phacelia linearis"
"3477","Phacelia malvifolia"
"3478","Phacelia mammillarensis"
"3479","Phacelia mutabilis"
"3480","Phacelia nemoralis"
"3481","Phacelia pachyphylla"
"3482","Phacelia popei"
"3483","Phacelia pringlei"
"3484","Phacelia pulchella"
"3485","Phacelia purshii"
"3486","Phacelia rafaelensis"
"3487","Phacelia ramosissima"
"3488","Phacelia ranunculacea"
"3489","Phacelia robusta"
"3490","Phacelia tanacetifolia"
"3491","Phacelurus gabonensis"
"3492","Phagnalon rupestre"
"3493","Phaseolus coccineus"
"3494","Phaseolus lunatus"
"3495","Phaseolus vulgaris"
"3496","Phaseolus wrightii"
"3497","Phellodendron amurense"
"3498","Phemeranthus calycinus"
"3499","Philadelphus coronarius"
"3500","Philadelphus lewisii"
"3501","Philesia magellanica"
"3502","Phlomis tuberosa"
"3503","Phlox austromontana"
"3504","Phlox divaricata"
"3505","Phlox glaberrima"
"3506","Phlox longifolia"
"3507","Phlox paniculata"
"3508","Phlox pilosa"
"3509","Phlox subulata"
"3510","Phoenicophorium borsigianum"
"3511","Phoenix reclinata"
"3512","Pholistoma auritum"
"3513","Phoradendron californicum"
"3514","Phormium cookianum"
"3515","Phormium tenax"
"3516","Photinia fraseri"
"3517","Phragmites australis"
"3518","Phryma leptostachya"
"3519","Phyla lanceolata"
"3520","Phyla nodiflora"
"3521","Phyllopodium cuneifolium"
"3522","Phyllopodium heterophyllum"
"3523","Phyllopodium pumilum"
"3524","Phylohydrax madagascariensis"
"3525","Physalis heterophylla"
"3526","Physalis hispida"
"3527","Physalis lagascae"
"3528","Physalis lobata"
"3529","Physalis longifolia"
"3530","Physalis peruviana"
"3531","Physalis philadelphica"
"3532","Physalis pubescens"
"3533","Physalis virginiana"
"3534","Physaria arizonica"
"3535","Physaria chambersii"
"3536","Physaria didymocarpa"
"3537","Physaria fendleri"
"3538","Physaria gordonii"
"3539","Physaria intermedia"
"3540","Physaria kingii"
"3541","Physaria ludoviciana"
"3542","Physaria newberryi"
"3543","Physocarpus amurensis"
"3544","Physocarpus capitatus"
"3545","Physocarpus malvaceus"
"3546","Physocarpus opulifolius"
"3547","Physostegia parviflora"
"3548","Physostegia virginiana"
"3549","Phyteuma nigrum"
"3550","Phytolacca americana"
"3551","Phytolacca octandra"
"3552","Pickeringia montana"
"3553","Picris echioides"
"3554","Picris hieracioides"
"3555","Pieris japonica"
"3556","Pieris rapae"
"3557","Piloblephis rigida"
"3558","Pilosella aurantiaca"
"3559","Pilosella dubia"
"3560","Pilosella officinarum"
"3561","Pilosocereus leucocephalus"
"3562","Pilosocereus royenii"
"3563","Pimpinella anisum"
"3564","Pimpinella cumbrae"
"3565","Pimpinella major"
"3566","Pinguicula lutea"
"3567","Pinus attenuata"
"3568","Pinus edulis"
"3569","Pinus hartwegii"
"3570","Pinus longaeva"
"3571","Pinus patula"
"3572","Pinus ponderosa"
"3573","Pinus resinosa"
"3574","Pinus strobus"
"3575","Pinus sylvestris"
"3576","Piptocarpha lundiana"
"3577","Piriqueta cistoides"
"3578","Piscidia carthagenensis"
"3579","Piscidia piscipula"
"3580","Pisum sativum"
"3581","Pittosporum crassifolium"
"3582","Pittosporum eugenioides"
"3583","Pittosporum obcordatum"
"3584","Pittosporum tobira"
"3585","Pittosporum undulatum"
"3586","Pityopsis falcata"
"3587","Pityopsis graminifolia"
"3588","Plagiobothrys chorisianus"
"3589","Plagiobothrys tenellus"
"3590","Plagiobothrys torreyi"
"3591","Planodes virginicum"
"3592","Plantago lanceolata"
"3593","Plantago major"
"3594","Platanthera blephariglottis"
"3595","Platanthera praeclara"
"3596","Platostoma africanum"
"3597","Platycodon grandiflorus"
"3598","Platystemon californicus"
"3599","Plectocephalus americanus"
"3600","Plectranthus scutellarioides"
"3601","Plectritis congesta"
"3602","Pleiacanthus spinosus"
"3603","Plocama pendula"
"3604","Pluchea baccharis"
"3605","Pluchea camphorata"
"3606","Pluchea odorata"
"3607","Pluchea sericea"
"3608","Plumbago auriculata"
"3609","Plumbago zeylanica"
"3610","Plumeria rubra"
"3611","Poa pratensis"
"3612","Podalyria microphylla"
"3613","Podophyllum peltatum"
"3614","Pogonia ophioglossoides"
"3615","Polanisia dodecandra"
"3616","Polanisia tenuifolia"
"3617","Polemonium caeruleum"
"3618","Polemonium foliosissimum"
"3619","Polemonium reptans"
"3620","Polemonium viscosum"
"3621","Poliomintha incana"
"3622","Pollia condensata"
"3623","Pollia japonica"
"3624","Polyachyrus cinereus"
"3625","Polycarpaea nivea"
"3626","Polygala cymosa"
"3627","Polygala hongkongensis"
"3628","Polygala polygama"
"3629","Polygala rugelii"
"3630","Polygala sanguinea"
"3631","Polygaloides paucifolia"
"3632","Polygonatum biflorum"
"3633","Polygonatum macranthum"
"3634","Polygonatum odoratum"
"3635","Polygonatum pubescens"
"3636","Polygonella basiramia"
"3637","Polygonella gracilis"
"3638","Polygonella myriophylla"
"3639","Polygonella polygama"
"3640","Polygonella robusta"
"3641","Polygonum arenastrum"
"3642","Polygonum ellipticum"
"3643","Polygonum foliosum"
"3644","Polygonum paronychia"
"3645","Polygonum senticosum"
"3646","Polygonum sieboldii"
"3647","Polygonum thunbergii"
"3648","Polymita albiflora"
"3649","Polypremum procumbens"
"3650","Polyscias fulva"
"3651","Polyscias maraisiana"
"3652","Polystachya rosea"
"3653","Polytaenia nuttallii"
"3654","Pombalia prunifolia"
"3655","Pontederia cordata"
"3656","Populus deltoides"
"3657","Populus tremuloides"
"3658","Porlieria angustifolia"
"3659","Portlandia grandiflora"
"3660","Portulaca oleracea"
"3661","Portulaca pilosa"
"3662","Potentilla anserina"
"3663","Potentilla argentea"
"3664","Potentilla arguta"
"3665","Potentilla canadensis"
"3666","Potentilla crantzii"
"3667","Potentilla erecta"
"3668","Potentilla fissa"
"3669","Potentilla freyniana"
"3670","Potentilla fruticosa"
"3671","Potentilla glandulosa"
"3672","Potentilla gracilis"
"3673","Potentilla indica"
"3674","Potentilla nivea"
"3675","Potentilla norvegica"
"3676","Potentilla pulcherrima"
"3677","Potentilla recta"
"3678","Potentilla simplex"
"3679","Premna serratifolia"
"3680","Prenanthes boottii"
"3681","Prenanthes stricta"
"3682","Prenia sladeniana"
"3683","Prenia vanrensburgii"
"3684","Primula angustifolia"
"3685","Primula clevelandii"
"3686","Primula hendersonii"
"3687","Primula meadia"
"3688","Primula parryi"
"3689","Primula pauciflora"
"3690","Primula tetrandra"
"3691","Primula veris"
"3692","Primula vulgaris"
"3693","Proboscidea louisianica"
"3694","Prosopis alba"
"3695","Prosopis chilensis"
"3696","Prosopis farcta"
"3697","Prosopis glandulosa"
"3698","Prosopis juliflora"
"3699","Prosopis laevigata"
"3700","Protandrena bancrofti"
"3701","Protea neriifolia"
"3702","Prunella vulgaris"
"3703","Prunus americana"
"3704","Prunus amygdalus"
"3705","Prunus andersonii"
"3706","Prunus angustifolia"
"3707","Prunus armeniaca"
"3708","Prunus avium"
"3709","Prunus caroliniana"
"3710","Prunus cerasifera"
"3711","Prunus cerasus"
"3712","Prunus demissa"
"3713","Prunus domestica"
"3714","Prunus dulcis"
"3715","Prunus emarginata"
"3716","Prunus grayana"
"3717","Prunus ilicifolia"
"3718","Prunus incisa"
"3719","Prunus insititia"
"3720","Prunus laurocerasus"
"3721","Prunus lusitanica"
"3722","Prunus mahaleb"
"3723","Prunus mexicana"
"3724","Prunus nigra"
"3725","Prunus nipponica"
"3726","Prunus pensylvanica"
"3727","Prunus persica"
"3728","Prunus pumila"
"3729","Prunus salicina"
"3730","Prunus serotina"
"3731","Prunus serrulata"
"3732","Prunus spinosa"
"3733","Prunus subhirtella"
"3734","Prunus tomentosa"
"3735","Prunus triloba"
"3736","Prunus virginiana"
