Family	Genus	Species	ScientificName	ScientificNameAuthorship
Geraniaceae	Erodium	cicutarium 	Erodium cicutarium	(Godr.) Thell.
Geraniaceae	Erodium	moschatum 	Erodium moschatum	(L.) Aiton
Geraniaceae	Erodium	carolinianum 	Geranium carolinianum	(L.) Aiton
Geraniaceae	Geranium	dissectum 	Geranium dissectum	L.
Geraniaceae	Geranium	molle 	Geranium molle	L.
Geraniaceae	Geranium	malvaceum 	Pelargonium	L.
Geraniaceae	Pelargonium	thacherianum 	Ribes malvaceum	×hortorum L.H. Bailey
Grossulariaceae	Ribes	curassavicum 	Ribes thacherianum	Sm. var. malvaceum
Grossulariaceae	Ribes	penduliflora 	Heliotropium curassavicum	(Jeps.) Munz
Heliotropiaceae	Heliotropium	chrysanthemifolia 	Emmenanthe penduliflora	L. var. oculatum (A. Heller) I.M. Johnst. ex Tidestr.
Hydrophyllaceae	Emmenanthe	pedunculata 	Eucrypta chrysanthemifolia	Benth. var. penduliflora
Hydrophyllaceae	Eucrypta	cicutaria 	Nemophila pedunculata	(Benth.) Greene var. chrysanthemifolia
Hydrophyllaceae	Nemophila	distans 	Phacelia cicutaria	Benth.
Hydrophyllaceae	Phacelia	grandiflora 	Phacelia distans	Greene var. hispida J.T. Howell
Hydrophyllaceae	Phacelia	hubbyi 	Phacelia grandiflora	Benth.
Hydrophyllaceae	Phacelia	ramosissima 	Phacelia hubbyi	(Benth.) A. Gray
Hydrophyllaceae	Phacelia	viscida 	Phacelia ramosissima	(J.F. Macbr.) L.M. Garrison
Hydrophyllaceae	Phacelia	auritum 	Phacelia viscida	Douglas ex Lehm.
Hydrophyllaceae	Phacelia	racemosum 	Pholistoma auritum	(Lindl.) Torr. var. viscida
Hydrophyllaceae	Pholistoma	douglasii 	Pholistoma racemosum	(Lindl.) Lilja var. auritum
Hydrophyllaceae	Pholistoma	amplexicaule 	Clinopodium douglasii	(A. Gray) Constance
Lamiaceae	Clinopodium	fragrans 	Lamium amplexicaule	(Benth.) Kuntze
Lamiaceae	Lamium	vulgare 	Lepechinia fragrans	L.
Lamiaceae	Lepechinia	spicata 	Marrubium vulgare	(Greene) Epling
Lamiaceae	Marrubium	columbariae 	Mentha spicata	L.
Lamiaceae	Mentha	leucophylla 	Salvia columbariae	L.
Lamiaceae	Salvia	mellifera 	Salvia leucophylla	Benth.
Lamiaceae	Salvia	tuberosa 	Salvia mellifera	Greene
Lamiaceae	Salvia	bullata 	Scutellaria tuberosa	Greene
Lamiaceae	Scutellaria	affinis 	Stachys bullata	Benth.
Lamiaceae	Stachys	micrantha 	Mentzelia affinis	Benth.
Loasaceae	Mentzelia	californicum 	Mentzelia micrantha	Greene
Loasaceae	Mentzelia	hyssopifolia 	Lythrum californicum	(Hook. & Arn.) Torr. & A. Gray
Lythraceae	Lythrum	exilis 	Lythrum hyssopifolia	Torr. & A.Gray
Lythraceae	Lythrum	fasciculatus 	Eremalche exilis	L.
Malvaceae	Eremalche	assurgentiflora 	Malacothamnus fasciculatus	(A. Gray) Greene
Malvaceae	Malacothamnus	nicaeensis 	Malva assurgentiflora	(Torr. & A. Gray) Greene var. nesioticus (Rob.) Kearney
Malvaceae	Malva	parviflora 	Malva nicaeensis	ssp. assurgentiflora
Malvaceae	Malva	malviflora 	Malva parviflora	All.
Malvaceae	Malva	breweri 	Sidalcea malviflora	L.
Malvaceae	Sidalcea	menziesii 	Calandrinia breweri	(DC.) A. Gray subsp. malviflora
Montiaceae	Calandrinia	monandrum 	Calandrinia menziesii	S. Watson
Montiaceae	Calandrinia	maritima 	Calyptridium monandrum	(Hook.) Torr. & A. Gray
Montiaceae	Calyptridium	parviflora 	Cistanthe maritima	Nutt. in T. & G.
Montiaceae	Cistanthe	perfoliata 	Claytonia parviflora	(Nutt.) Hershk.
Montiaceae	Claytonia	perfoliata 	Claytonia perfoliata	Hook. subsp. parviflora
Montiaceae	Claytonia	fontana 	Claytonia perfoliata	Willd. subsp. mexicana (Rydb.) John M. Mill. & K.L. Chambers
Montiaceae	Claytonia	carica 	Montia fontana	Willd. subsp. perfoliata
Montiaceae	Montia	arvensis 	Ficus carica	L.
Moraceae	Ficus	camaldulensis 	Lysimachia arvensis	L.
Myrsinaceae	Lysimachia	globulus 	Eucalyptus camaldulensis	(L.) U. Manns & Anderb.
Myrtaceae	Eucalyptus	sideroxylon 	Eucalyptus globulus	Dehnh.
Myrtaceae	Eucalyptus	tereticornis 	Eucalyptus sideroxylon	Labill.
Myrtaceae	Eucalyptus	maritima 	Eucalyptus tereticornis	Woolls
Myrtaceae	Eucalyptus	umbellata 	Abronia maritima	Sm.
Nyctaginaceae	Abronia	laevis 	Abronia umbellata	S. Watson
Nyctaginaceae	Abronia	europaea 	Mirabilis laevis	Lam. var. umbellata
Nyctaginaceae	Mirabilis	cheiranthifolia 	Olea europaea	(Benth.) Curran var. crassifolia (Choisy) Spellenb.
Oleaceae	Olea	hirtella 	Camissoniopsis cheiranthifolia	L.
Onagraceae	Camissoniopsis	ignota 	Camissoniopsis hirtella	(Spreng.)W.L.Wagner&Hoch ssp. cheiranthifolia
Onagraceae	Camissoniopsis	intermedia 	Camissoniopsis ignota	(Greene)W.L.Wagner&Hoch
Onagraceae	Camissoniopsis	micrantha 	Camissoniopsis intermedia	(Jeps.)W.L.Wagner&Hoch
Onagraceae	Camissoniopsis	robusta 	Camissoniopsis micrantha	(P.H. Raven) W.L. Wagner & Hoch
Onagraceae	Camissoniopsis	davyi 	Camissoniopsis robusta	(Spreng.) W.L. Wagner & Hoch
Onagraceae	Camissoniopsis	epilobioides 	Clarkia davyi	(P.H. Raven) W.L. Wagner & Hoch
Onagraceae	Clarkia	purpurea 	Clarkia epilobioides	(Jeps.)H.Lewis&M.Lewis
Onagraceae	Clarkia	unguiculata 	Clarkia purpurea	(Torr. & A. Gray) A. Nelson & J.F. Macbr.
Onagraceae	Clarkia	brachycarpum 	Clarkia unguiculata	(Curtis) A. Nelson & J.F. Macbr. subsp. quadrivulnera (Lindl.) H. Lewis & M. Lewis
Onagraceae	Clarkia	canum 	Epilobium brachycarpum	Lindl.
Onagraceae	Epilobium	ciliatum 	Epilobium canum	C. Presl
Onagraceae	Epilobium	californicus 	Epilobium ciliatum	(Greene) P.H. Raven subsp. canum
Onagraceae	Epilobium	peploides 	Eulobus californicus	Raf. subsp. ciliatum
Onagraceae	Eulobus	elata 	Ludwigia peploides	Torr. & A. Gray
Onagraceae	Ludwigia	xenogaura 	Oenothera elata	(Kunth) P.H. Raven subsp. peploides
Onagraceae	Oenothera	fasciculatum 	Oenothera xenogaura	Kunth. ssp. hirsutissima (S. Watson) W. Dietr.
Onagraceae	Oenothera	parishii 	Aphyllon fasciculatum	W.L. Wagner & Hoch
Orobanchaceae	Aphyllon	purpureum 	Aphyllon parishii	(Nutt.) Torr. & A. Gray
Orobanchaceae	Aphyllon	tuberosum 	Aphyllon purpureum	subsp. brachylobum (Heckard) A.C. Schneid.
Orobanchaceae	Aphyllon	affinis 	Aphyllon tuberosum	(A. Heller) Holub 
Orobanchaceae	Aphyllon	attenuata 	Castilleja affinis	(A. Gray) A. Gray
Orobanchaceae	Castilleja	densiflora 	Castilleja attenuata	Hook. & Arn. subsp. affinis
Orobanchaceae	Castilleja	exserta 	Castilleja densiflora	(A.Gray) T.I. Chuang & Heckard
Orobanchaceae	Castilleja	hololeuca 	Castilleja exserta	(Benth.) T.I. Chuang & Heckard
Orobanchaceae	Castilleja	californica 	Castilleja hololeuca	(A. Heller) T.I. Chuang & Heckard
Orobanchaceae	Castilleja	corniculata 	Oxalis californica	Greene
Oxalidaceae	Oxalis	pes-	Oxalis corniculata	(Abrams) R. Knuth
Oxalidaceae	Oxalis	harfordii 	Oxalis pes	L.
Oxalidaceae	Oxalis	californica 	Dendromecon harfordii	caprae L.
Papaveraceae	Dendromecon	ramosa 	Eschscholzia californica	Kellogg
Papaveraceae	Eschscholzia	denticulata 	Eschscholzia ramosa	Cham.
Papaveraceae	Eschscholzia	californicum 	Meconella denticulata	(Greene) Greene
Papaveraceae	Meconella	heterophyllum 	Papaver californicum	Greene
Papaveraceae	Papaver	somniferum 	Papaver heterophyllum	A. Gray
Papaveraceae	Papaver	californicus 	Papaver somniferum	(Benth.) Greene
Papaveraceae	Papaver	brandegeei	Platystemon californicus	L.
Papaveraceae	Platystemon	longiflorus 	Diplacus brandegeei	Benth.
Phrymaceae	Diplacus	parviflorus 	Diplacus longiflorus	
Phrymaceae	Diplacus	cardinalis 	Diplacus parviflorus	Nutt.
Phrymaceae	Diplacus	guttata 	Erythranthe cardinalis	Greene
Phrymaceae	Erythranthe	nasuta 	Erythranthe guttata	(Douglas ex Benth.) Spach
Phrymaceae	Erythranthe	kelloggii 	Erythranthe nasuta	(Fisch. ex DC.) G.L. Nesom
Phrymaceae	Erythranthe	nuttallianum 	Antirrhinum kelloggii	(Greene) G.L. Nesom
Plantaginaceae	Antirrhinum	thompsonii 	Antirrhinum nuttallianum	Greene
Plantaginaceae	Antirrhinum	cordifolia 	Antirrhinum thompsonii	A. DC. subsp. subsessile (A. Gray) D.M. Thomps.
Plantaginaceae	Antirrhinum	texanus 	Keckiella cordifolia	D.J. Keil
Plantaginaceae	Keckiella	elongata 	Nuttallanthus texanus	(Benth.) Straw
Plantaginaceae	Nuttallanthus	erecta 	Plantago elongata	(Scheele) D.A. Sutton
Plantaginaceae	Plantago	lanceolata 	Plantago erecta	Pursh
Plantaginaceae	Plantago	major 	Plantago lanceolata	E. Morris
Plantaginaceae	Plantago	ovata 	Plantago major	L.
Plantaginaceae	Plantago	subnuda 	Plantago ovata	L.
Plantaginaceae	Plantago	anagallis-	Plantago subnuda	Forssk. var. insularis (Eastw.) S.C. Meyers & A. Liston
Plantaginaceae	Plantago	racemosa 	Veronica anagallis	Pilg.
Plantaginaceae	Veronica	filifolium 	Platanus racemosa	aquatica L.
Platanaceae	Platanus	angelensis 	Eriastrum filifolium	Nutt.
Polemoniaceae	Eriastrum	capitata 	Gilia angelensis	(Nutt.) Wooton & Standl.
Polemoniaceae	Gilia	clivorum 	Gilia capitata	V.E. Grant
Polemoniaceae	Gilia	nevinii 	Gilia clivorum	Sims subsp. abrotanifolia (Greene) V.E. Grant
Polemoniaceae	Gilia	bicolor 	Gilia nevinii	(Jeps.) V.E. Grant
Polemoniaceae	Gilia	parviflorus 	Leptosiphon bicolor	A. Gray
Polemoniaceae	Leptosiphon	dianthiflorus 	Leptosiphon parviflorus	Nutt.
Polemoniaceae	Leptosiphon	atractyloides 	Linanthus dianthiflorus	Benth.
Polemoniaceae	Linanthus	hamata 	Navarretia atractyloides	(Benth.) Greene
Polemoniaceae	Navarretia	californica 	Navarretia hamata	(Benth.) Hook. & Arn.
Polemoniaceae	Navarretia	wheeleri 	Polygala californica	Greene subsp. leptantha (Greene) H. Mason
Polygalaceae	Polygala	arborescens 	Chorizanthe wheeleri	Nutt.
Polygonaceae	Chorizanthe	giganteum 	Eriogonum arborescens	S. Watson
Polygonaceae	Eriogonum	grande 	Eriogonum giganteum	Greene
Polygonaceae	Eriogonum	grande 	Eriogonum grande	S. Watson var. giganteum
Polygonaceae	Eriogonum	coriacea 	Eriogonum grande	Greene var. grande
Polygonaceae	Eriogonum	lapathifolia 	Lastarriaea coriacea	Greene var. rubescens (Greene) Munz
Polygonaceae	Lastarriaea	argyrocoleon 	Persicaria lapathifolia	(Goodman) Hoover
Polygonaceae	Persicaria	aviculare 	Polygonum argyrocoleon	(L.) Gray
Polygonaceae	Polygonum	drymarioides 	Polygonum aviculare	Kunze
Polygonaceae	Polygonum	acetosella 	Pterostegia drymarioides	L. subsp. depressum (Meisn.) Arcang.
Polygonaceae	Pterostegia	conglomeratus 	Rumex acetosella	Fisch. & C.A. Mey.
Polygonaceae	Rumex	crispus 	Rumex conglomeratus	L.
Polygonaceae	Rumex	pulcher 	Rumex crispus	Murray
Polygonaceae	Rumex	salicifolius 	Rumex pulcher	L.
Polygonaceae	Rumex	oleracea 	Rumex salicifolius	L.
Polygonaceae	Rumex	clevelandii 	Portulaca oleracea	Weinm.
Portulacaceae	Portulaca	lasiantha 	Primula clevelandii	L.
Primulaceae	Primula	ligusticifolia 	Clematis lasiantha	(Greene) A.R. Mast & Reveal var. insularis (H.J. Thomps.) A.R. Mast & Reveal
Ranunculaceae	Clematis	pauciflora 	Clematis ligusticifolia	Nutt.
Ranunculaceae	Clematis	parryi 	Clematis pauciflora	Nutt.
Ranunculaceae	Clematis	parryi 	Delphinium parryi	Nutt.
Ranunculaceae	Delphinium	californicus 	Delphinium parryi	A. Gray subsp. maritimum (Davidson) M.J. Warnock
Ranunculaceae	Delphinium	hebecarpus 	Ranunculus californicus	A. Gray subsp. parryi
Ranunculaceae	Ranunculus	linifolia 	Ranunculus hebecarpus	Benth. var. cuneatus Greene
Ranunculaceae	Ranunculus	arboreus 	Oligomeris linifolia	Hook. & Arn.
Resedaceae	Oligomeris	megacarpus 	Ceanothus arboreus	(Hornem.) J.F. Macbr.
Rhamnaceae	Ceanothus	megacarpus 	Ceanothus megacarpus	Greene
Rhamnaceae	Ceanothus	californica 	Ceanothus megacarpus	Nutt. var. insularis (Eastw.) Munz
Rhamnaceae	Ceanothus	pirifolia 	Frangula californica	Nutt. var. megacarpus
Rhamnaceae	Frangula	fasciculatum 	Rhamnus pirifolia	(Eschsch.) A. Gray subsp. californica
Rhamnaceae	Rhamnus	fasciculatum 	Adenostoma fasciculatum	Greene
Rosaceae	Adenostoma	occidentalis 	Adenostoma fasciculatum	Hook. & Arn. var. fasciculatum
Rosaceae	Adenostoma	betuloides 	Aphanes occidentalis	Hook. & Arn. var. prostratum Dunkle
Rosaceae	Aphanes	arbutifolia 	Cercocarpus betuloides	(Nutt.) Rydb.
Rosaceae	Cercocarpus	discolor 	Heteromeles arbutifolia	Nutt. var. blancheae (C.K. Schneid.) Little
Rosaceae	Heteromeles	floribundus 	Holodiscus discolor	(Lindl.) M. Roem.
Rosaceae	Holodiscus	anserina 	Lyonothamnus floribundus	(Pursh) Maxim. var. discolor
Rosaceae	Lyonothamnus	ilicifolia 	Potentilla anserina	A. Gray subsp. aspleniifolius (Greene) P. H. Raven
Rosaceae	Potentilla	californica 	Prunus ilicifolia	L. subsp. pacifica (Howell) Rousi
Rosaceae	Prunus	ursinus 	Rosa californica	(Hook. & Arn.) D. Dietr. subsp. lyonii (Eastw.) P.H. Raven
Rosaceae	Rosa	angustifolium 	Rubus ursinus	Cham. & Schltdl.
Rosaceae	Rubus	aparine 	Galium angustifolium	Cham. & Schltdl.
Rubiaceae	Galium	buxifolium 	Galium aparine	A. Gray subsp. foliosum (Hilend & J.T. Howell) Dempster & Stebbins
Rubiaceae	Galium	californicum 	Galium buxifolium	L.
Rubiaceae	Galium	nuttallii 	Galium californicum	Greene
Rubiaceae	Galium	porrigens 	Galium nuttallii	Hook. & Arn. subsp. flaccidum (Greene) Dempster & Stebbins
Rubiaceae	Galium	fremontii 	Galium porrigens	A. Gray subsp. insulare Ferris
Rubiaceae	Galium	trichocarpa 	Populus fremontii	Dempster var. porrigens
Salicaceae	Populus	exigua 	Populus trichocarpa	S. Watson subsp. fremontii
Salicaceae	Populus	laevigata 	Salix exigua	Hook.
Salicaceae	Salix	lasiandra 	Salix laevigata	Nutt.
Salicaceae	Salix	lasiolepis 	Salix lasiandra	Bebb
Salicaceae	Salix	macrophyllum 	Salix lasiolepis	Benth. var. lasiandra
Salicaceae	Salix	maxima 	Acer macrophyllum	Benth.
Sapindaceae	Acer	malvifolia 	Heuchera maxima	Pursh
Saxifragaceae	Heuchera	cymbalaria 	Jepsonia malvifolia	Greene
Saxifragaceae	Jepsonia	californica 	Lithophragma cymbalaria	(Greene) Small
Saxifragaceae	Lithophragma	laetum 	Micranthes californica	Torr. & A. Gray
Saxifragaceae	Micranthes	thapsus 	Myoporum laetum	(Greene) Small
Scrophulariaceae	Myoporum	wrightii 	Verbascum thapsus	G. Forst.
Scrophulariaceae	Verbascum	californicum 	Datura wrightii	L.
Solanaceae	Datura	esculentum 	Lycium californicum	Regel
Solanaceae	Lycium	clevelandii 	Lycopersicum esculentum	Nutt.
Solanaceae	Lycopersicum	glauca 	Nicotiana clevelandii	Mill.
Solanaceae	Nicotiana	douglasii 	Nicotiana glauca	A. Gray
Solanaceae	Nicotiana	elaeagnifolium 	Solanum douglasii	Graham
Solanaceae	Solanum	wallacei 	Solanum elaeagnifolium	Dunal
Solanaceae	Solanum	ramosissima 	Solanum wallacei	Cav.
Solanaceae	Solanum	parviflorus 	Tamarix ramosissima	(A. Gray) Parish
Tamaricaceae	Tamarix	xhollandica 	Samolus parviflorus	Ledeb.
Theophrastaceae	Samolus	tenella 	Ulmus xhollandica	Raf.
Ulmaceae	Ulmus	hespera 	Hesperocnide tenella	Mill.
Urticaceae	Hesperocnide	dioica 	Parietaria hespera	Torr.
Urticaceae	Parietaria	gracilis 	Urtica dioica	Hinton var. californica Hinton
Urticaceae	Urtica	urens 	Urtica gracilis	L. subsp. holosericea (Nutt.) Thorne
Urticaceae	Urtica	ruber 	Urtica urens	Ait. subsp. holosericea (Nutt.) W.A. Weber
Urticaceae	Urtica	ciliosa 	Centranthus ruber	L.
Valerianaceae	Centranthus	nodiflora 	Plectritis ciliosa	(L.) DC.
Valerianaceae	Plectritis	lasiostachys 	Phyla nodiflora	(Greene) Jeps.
Verbenaceae	Phyla	pedunculata 	Verbena lasiostachys	(L.) Greene
Verbenaceae	Verbena	americana 	Viola pedunculata	Link var. scabrida Moldenke
Violaceae	Viola	lacunosum 	Agave americana	Torr. & A. Gray
Agavaceae	Agave	praecox 	Allium lacunosum	L.
Alliaceae	Allium	tazetta 	Allium praecox	S. Watson var. lacunosum
Alliaceae	Allium	filifera 	Narcissus tazetta	Brandegee
Amaryllidaceae	Narcissus	maritimus 	Washingtonia filifera	L.
Arecaceae	Washingtonia	barbarae 	Bolboschoenus maritimus	(André) de Bary
Cyperaceae	Bolboschoenus	globosa 	Carex barbarae	(L.) Palla subsp. paludosus (A. Nelson) T. Koyama
Cyperaceae	Carex	harfordii 	Carex globosa	Dewey
Cyperaceae	Carex	senta 	Carex harfordii	Boott
Cyperaceae	Carex	subbracteata 	Carex senta	Mack.
Cyperaceae	Carex	triquetra 	Carex subbracteata	Boott
Cyperaceae	Carex	tumulicola 	Carex triquetra	Mack.
Cyperaceae	Carex	involucratus 	Carex tumulicola	Boott
Cyperaceae	Carex	odoratus 	Cyperus involucratus	Mack.
Cyperaceae	Cyperus	californicus 	Cyperus odoratus	Rottb.
Cyperaceae	Cyperus	pungens 	Schoenoplectus californicus	L.
Cyperaceae	Schoenoplectus	bellum 	Schoenoplectus pungens	(C.A. Mey.) Soják
Cyperaceae	Schoenoplectus	bufonius 	Sisyrinchium bellum	(Vahl) Palla var. longispicatus (Britton) S.G. Sm.
Iridaceae	Sisyrinchium	mexicanus 	Juncus bufonius	S. Watson
Juncaceae	Juncus	patens 	Juncus mexicanus	L. var. bufonius
Juncaceae	Juncus	xiphioides 	Juncus patens	Willd.
Juncaceae	Juncus	subsessilis 	Juncus xiphioides	E. Mey.
Juncaceae	Juncus	albus 	Luzula subsessilis	E. Mey.
Juncaceae	Luzula	catalinae 	Calochortus albus	(S. Watson) Buchenau
Liliaceae	Calochortus	luteus 	Calochortus catalinae	(Benth.) Benth.
Liliaceae	Calochortus	humboldtii 	Calochortus luteus	S. Watson
Liliaceae	Calochortus	fremontii 	Lilium humboldtii	Lindl.
Liliaceae	Lilium	gigantea 	Toxicoscordion fremontii	Duch. ssp. ocellatum (Kellogg) Thorne
Melanthiaceae	Toxicoscordion	elongata 	Epipactis gigantea	(Torr.) Rydb.
Orchidaceae	Epipactis	michaelii 	Piperia elongata	Hook.
Orchidaceae	Piperia	cylindrica 	Piperia michaelii	Rydb.
Orchidaceae	Piperia	exarata 	Aegilops cylindrica	(Greene) Rydb.
Poaceae	Aegilops	pallens 	Agrostis exarata	Host
Poaceae	Agrostis	glomeratus 	Agrostis pallens	Trin.
Poaceae	Agrostis	adscensionis 	Andropogon glomeratus	Trin.
Poaceae	Andropogon	ternipes 	Aristida adscensionis	(Walter) Britton et al. var. scabriglumis C.S. Campb.
Poaceae	Aristida	donax 	Aristida ternipes	L.
Poaceae	Aristida	barbata 	Arundo donax	Cav. var. gentilis (Henrard) Allred
Poaceae	Arundo	fatua 	Avena barbata	L.
Poaceae	Avena	sativa 	Avena fatua	Link
Poaceae	Avena	distachyon 	Avena sativa	L.
Poaceae	Avena	arizonicus 	Brachypodium distachyon	L.
Poaceae	Brachypodium	berteroanus 	Bromus arizonicus	(L.) P. Beauv.
Poaceae	Bromus	catharticus 	Bromus berteroanus	(Shear) Stebbins
Poaceae	Bromus	diandrus 	Bromus catharticus	Colla
Poaceae	Bromus	hordeaceus 	Bromus diandrus	Vahl
Poaceae	Bromus	maritimus 	Bromus hordeaceus	Roth
Poaceae	Bromus	pseudolaevipes 	Bromus maritimus	L.
Poaceae	Bromus	rubens 	Bromus pseudolaevipes	(Piper) Hitchc.
Poaceae	Bromus	sitchensis 	Bromus rubens	Wagnon
Poaceae	Bromus	rubescens 	Bromus sitchensis	L.
Poaceae	Bromus	selloana 	Calamagrostis rubescens	var. carinatus (Hook. & Arn.) R.E. Brainerd and Otting
Poaceae	Calamagrostis	dactylon 	Cortaderia selloana	Buckley
Poaceae	Cortaderia	glomerata 	Cynodon dactylon	(Schult. & Schult. f.) Asch. & Graebn.
Poaceae	Cynodon	spicata 	Dactylis glomerata	(L.) Pers.
Poaceae	Dactylis	erecta 	Distichlis spicata	L.
Poaceae	Distichlis	condensatus 	Ehrharta erecta	(L.) Greene
Poaceae	Ehrharta	glaucus 	Elymus condensatus	Lam.
Poaceae	Elymus	triticoides 	Elymus glaucus	J. Presl
Poaceae	Elymus	arundinacea 	Elymus triticoides	Buckley subsp. glaucus
Poaceae	Elymus	bromoides 	Festuca arundinacea	Buckley
Poaceae	Festuca	microstachys 	Festuca bromoides	Schreb.
Poaceae	Festuca	myuros 	Festuca microstachys	L.
Poaceae	Festuca	octoflora 	Festuca myuros	Nutt.
Poaceae	Festuca	perennis 	Festuca octoflora	L.
Poaceae	Festuca	temulenta 	Festuca perennis	Walter
Poaceae	Festuca	phleoides 	Festuca temulenta	(L.) Columbus & J.P. Sm.
Poaceae	Festuca	cylindrica 	Gastridium phleoides	(L.) Columbus & J.P. Sm. Darnel
Poaceae	Gastridium	brachyantherum 	Hainardia cylindrica	(Nees & Meyen) C.E. Hubb.
Poaceae	Hainardia	depressum 	Hordeum brachyantherum	(Willd.) Greuter
Poaceae	Hordeum	intercedens 	Hordeum depressum	Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.
Poaceae	Hordeum	marinum 	Hordeum intercedens	(Scribn. & J.G. Sm.) Rydb.
Poaceae	Hordeum	murinum 	Hordeum marinum	Nevski
Poaceae	Hordeum	murinum 	Hordeum murinum	Huds. subsp. gussoneanum (Parl.) Thell.
Poaceae	Hordeum	vulgare 	Hordeum murinum	L. subsp. glaucum (Steud.) Tzvelev
Poaceae	Hordeum	gerardii 	Hordeum vulgare	L. subsp. leporinum (Link) Arcang.
Poaceae	Hordeum	macrantha 	Koeleria gerardii	L.
Poaceae	Koeleria	aurea 	Koeleria macrantha	(Vill.) Shinners
Poaceae	Koeleria	imperfecta 	Lamarckia aurea	(Ledeb.) Schult.
Poaceae	Lamarckia	microsperma 	Melica imperfecta	(L.) Moench
Poaceae	Melica	incurva 	Muhlenbergia microsperma	Trin.
Poaceae	Muhlenbergia	distichum 	Parapholis incurva	(DC.) Kunth
Poaceae	Parapholis	clandestinum 	Paspalum distichum	(L.) C.E. Hubb.
Poaceae	Paspalum	aquatica 	Pennisetum clandestinum	L.
Poaceae	Pennisetum	caroliniana 	Phalaris aquatica	Chiov.
Poaceae	Phalaris	minor 	Phalaris caroliniana	L.
Poaceae	Phalaris	paradoxa 	Phalaris minor	Walter
Poaceae	Phalaris	annua 	Phalaris paradoxa	Retz.
Poaceae	Phalaris	howellii 	Poa annua	L.
Poaceae	Poa	secunda 	Poa howellii	L.
Poaceae	Poa	interruptus 	Poa secunda	Vasey & Scribn.
Poaceae	Poa	monspeliensis 	Polypogon interruptus	J. Presl subsp. secunda
Poaceae	Polypogon	viridis 	Polypogon monspeliensis	Kunth
Poaceae	Polypogon	arabicus 	Polypogon viridis	(L.) Desf.
Poaceae	Polypogon	barbatus 	Schismus arabicus	(Gouan) Breistr.
Poaceae	Schismus	cernua 	Schismus barbatus	Nees
Poaceae	Schismus	diegoensis 	Stipa cernua	(L.) Thell.
Poaceae	Stipa	lepida 	Stipa diegoensis	Stebbins & Love
Poaceae	Stipa	miliacea 	Stipa lepida	Swallen
Poaceae	Stipa	pulchra 	Stipa miliacea	Hitchc.
Poaceae	Stipa	pectinata 	Stipa pulchra	(L.) Hoover var. miliacea
Poaceae	Stipa	maritima 	Stuckenia pectinata	Hitchc.
Potamogetonaceae	Stuckenia	crocea 	Ruppia maritima	(L.) Börner
Ruppiaceae	Ruppia	jolonensis 	Bloomeria crocea	L.
Themidaceae	Bloomeria	capitatus 	Brodiaea jolonensis	(Torr.) Coville
Themidaceae	Brodiaea	hyacinthina 	Dipterostemon capitatus	Eastw.
Themidaceae	Dipterostemon	domingensis 	Triteleia hyacinthina	(Benth.) Rydb. subsp. capitatus
Themidaceae	Triteleia	latifolia 	Typha domingensis	(Lindl.) Greene
Typhaceae	Typha	palustris 	Typha latifolia	Pers.
Typhaceae	Typha	scouleri 	Zannichellia palustris	L.
Zannichelliaceae	Zannichellia	torreyi 	Phyllospadix scouleri	L.
Zosteraceae	Phyllospadix	pacifica 	Phyllospadix torreyi	Hook.
Zosteraceae	Phyllospadix		Zostera pacifica	S. Watson
Zosteraceae	Zostera		Zostera pacifica S. Watson	S. Watson
